label,text
positive,"Kerajaan dan rakan sekerja saya, Menteri Pengangkutan (Datuk Seri Liow Tiong Lai) akan memastikan anda berkembang dan berjaya melampaui imaginasi kami,"
negative,Ini bukan bermakna asas GPS tidak bagus untuk menentukan kualiti tetapi ia tidak membawa impak positif yang dikehendaki
positive,Pengundi dari kawasan-kawasan itu perlu membeli tiket dan memohon cuti supaya boleh pulang dan mengundi
negative,Kalau berlaku banjir pun tak nampak bayang mereka
negative,Para pelabur dan pasaran global hilang keyakinan terhadap kita dan kita mengambil masa yang lama untuk memenangi semula hati mereka
positive,Ini meletakkan ringgit pada kedudukan yang baik menjelang mesyuarat Jawatankuasa Dasar Monetari Bank Negara Malaysia
positive,BN akan kaji cara ini dan akan melaksanakannya jika menang dalam PRU-14 
positive,Kerajaan prihatin dengan keadaan mereka. 
positive,Sepatutnya dalam waktu kritikal di mana Pakatan Harapan dan Gagasan Sejahtera bersaing hebat seperti sekarang lebih ramai tokoh baru ditonjolkan di setiap kerusi.
negative,Semua masalah kita hari ini disebabkan dia
negative,"Waktu Perdana Menteri, Datuk Seri Najib Tun Razak buat keputusan saya masih dalam Umno lagi, sepatutnya semua mesyuarat Umno bahagian dan cawangan selesai dalam bulan April."
positive,kesemua ahli parlimen daripada pakatan itu sedar bahawa kajian semula persempadanan kawasan pilihan raya bukan boleh dilakukan sesuka hati dan ia melalui satu proses telus serta teliti yang mereka juga turut sertai.
positive,"Kami mempunyai moratorium sebelum ini, tetapi ia tidak menghalang mereka daripada datang"
positive,Semua rakyat yang layak mengundi sangat teruja untuk mengundi calon pilihan masing-masing
positive,saya mahu semua program dijalankan mempunyai impak. Impak bermaksud memberi kesan dan manfaat kepada kumpulan sasaran.
positive,"Beliau seorang yang bertanggungjawab dengan kenyataannya, malah beliau seorang yang mempunyai sikap tidak akan melarikan diri."
positive,"Namun akhirnya kami dijatuhkan hukuman penjara, mungkin ada baik dari beberapa segi, dan penangguhan diberikan"
positive,Kejayaan sekolah tahfiz melahirkan huffaz profesional adalah terpencil
negative,Kami lihat Proton telah lari daripada tujuan asal yang membawa kepada penubuhan Proton dulu
positive,telah menghubungi polis Macau untuk menjelaskan lebih lanjut mengenai maklumat khusus yang didapati tidak tepat itu.
positive,"Tunggu, rakyat akan lahirkan di PRU14, InsyaAllah, dalam sejarah MP dari PH Marang yang pertama"
negative,yang melabelnya sebagai zalim kerana hakikatnya beliau yang mewujudkan Akta Keselamatan Dalam Negeri (ISA) dan menahan beratus orang.
positive,ekonomi malaysia tidak boleh hanya digerakkan oleh kerajaan semata-mata tetapi perlu juga melibatkan pihak-pihak lain terutamanya sektor industri dan pakar-pakar tempatan di seluruh universiti di malaysia
positive,Ini membuktikan ahli dan penyokong masih melahirkan sokongan tidak berbelah bahagi buat parti ini dan bersemangat untuk berjuang pada PRU14 nanti
negative,Amaran awal telah dikeluarkan oleh BN jika mereka kalah tak akan ada parti yang akan menang
positive,"Tak kira siapa pun yang sertai Pas, golongan profesional atau tidak mesti akur kepada pimpinan, yang sertai Pas mesti yang betul-betul istiqamah dan akur kepada pimpinan ulama."
negative,"Bila kita minta, mereka akan tar yang mana melalui kawasan kampung Melayu, tapi bila sampai kampung Siam, mereka pusing balik"
positive,Jangan membiarkan rancangan bina sekolah ini dijadikan sebagai isu politik
positive,"Apabila kita lihat teknologi sekarang, ia adalah dunia tanpa sempadan yang memerlukan peruntukan undang-undang baharu untuk menangani pelbagai ancaman di media sosial."
positive,"Contohnya terhadap isu wanita dan keluarga antaranya melalui kewujudan akta jenayah seksual kanak-kanak, mahkamah jenayah seksual khas yang diwujudkan untuk beri fokus isu wanita dan kanak-kanak"
positive,"Justeru, pelaburan dalam perbelanjaan modal bagi mengurangkan impak banjir adalah jauh lebih murah dalam jangka panjang daripada tindakan pemulihan bagi membaiki infrastruktur"
negative,"semakin rendah jumlah pengundi melaksanakan tanggungjawab mereka untuk mengundi, semakin tidak jelas jumlah majoriti"
positive, Sekarang ini tempoh kita bersama mereka dipanjangkan kepada 36 minggu
positive,"Lebih membanggakan lagi, NHRAP yang dibangunkan ini adalah pelan yang komprehensif, dengan mengambil kira aspirasi rakyat dan berdasarkan acuan Malaysia,"
negative,salleh membidas tanggapan itu sambil menyatakan sekali ini ini adalah perbuatan yang tidak matang dan tidak bertanggungjawab oleh pembangkang semata-mata untuk mendapat pujian untuk diri sendiri
positive,Masih ada seribu cara untuk berkhidmat dan berbakti kepada rakyat
negative,Fitnah kini menjadi senjata ampuh para politikus demi meraih kuasa. Namun sebagai manusia yang waras kebenaran perlu dicari dan kita perlu faham siapa fitnah siapa.
positive,Rata-rata rakyat nampak ghairah mahu saya bertanding sebab sejak saya jadi wakil rakyat di sana. 
negative,"Malah jika kita lihat, bukan Umno sahaja yang merasa terancam, malah Ahli Parlimen Langkawi, Datuk Ir Nawawi Ahmad juga sudah mula cemas dan takut dengan kehadiran Tun Mahathir sehingga beliau mengeluarkan dakwaan-dakwaan tak masuk akal"
positive,agak selesa dengan kehidupannya di bandar kedua terbesar Sabah itu.
positive,"Ganti dan sebagainya, Insya Allah perkara itu saya pun tak boleh buat keputusan, tetapi saya akan bangkitkan perkara ini"
negative,usaha mengaburi mata dan perasaan orang Melayu
positive,Potensi maritim dan sumber laut ini adalah amat besar dan seharusnya dimanfaatkan untuk kepentingan kita bersama
positive,Tapi bila dapat sumbangan mesin dengan saiz lebih besar dari Yayasan Sejahtera sekitar lima hingga enam kilogram tepung dapat disediakan untuk menghasilkan 600 biji akok sehari
negative,perdana menteri britain theresa may pernah menyebut tentang kebimbangan dan cabaran tambahan yang didedahkan kepada anak muda oleh media sosial sementara menteri penjagaan kesihatan dan sosial jeremy hunt pernah memberi amaran kepada syarikat-syarikat media sosial bahawa mereka boleh dikenakan sekatan sekiranya tidak meningkatkan usaha mencegah aktiviti mesej lucah pembulian siber dan penindasan pengguna yang masih muda
positive,"Kalau masih ada masalah dengan Bersatu, datang bertemu dengan kita dan bukan gunakan cara berhimpun nak mendesak ROS batalkan kami"
negative,"Bagi saya ini adalah kenyataan yang tidak gentelman,"
positive,"Saya boleh berhenti bila-bila masa sebab jawatan ini dikuasai oleh perdana menteri, namun lima tahun ini saya dah buat kerja saya."
positive,Sekarang saya boleh berkempen untuk calon lain
positive,Jadi kita tidak boleh terlalu bergantung kepada angka pertumbuhan KDNK
negative,"Malah, caj ini tidak termasuk dalam resit pembeli dan ia menimbulkan tanda tanya ke mana perginya duit itu"
positive,Jangan diskriminasikan hak rakyat Pulau Pinang untuk mendapat bantuan tersebut
positive,SPR masih kekal dengan keputusan itu adalah wajib untuk semua pihak termasuk gabungan pembangkang PKR menghormatinya.
positive,"selain berusaha menyelesaikan isu dan kebajikan penduduk setempat, PKR akan turut menumpukan usaha bagi memenangi hati pengundi terutamanya kaum Melayu."
positive,Kita mesti bertindak sekarang untuk pastikan situasi bertambah baik sebelum melarat
positive,najib seronok umpama budak-budak dapat aiskrim apabila ekonomi negara pada suku kedua tahun ini tumbuh peratus dan agensi-agensi penarafan memberi markah yang baik kepada ekonomi malaysia
positive,Ikut prosedur.
positive,Sekarang pihak Risda nak berbincang untuk dikomersialkan
positive,Jumlah itu jelas menunjukkan negara ini mengalami ketidaksamaan yang besar antara kaya dan ‘Malaysia yang lain’
negative,Pelbagai dakwaan pembangkang terhadap pelaburan China di Malaysia yang dikatakan memberi kesan negatif terhadap negara hanya bertujuan mencetuskan kemarahan rakyat terhadap kerajaan
positive,Kami telah menerima permohonan untuk menjadikan flat perumahan sedia ada menjadi bilik darjah tingkatan enam dan kementerian telah meluluskan peruntukan RM15 juta bagi projek tersebut
positive,"Jadi, kami harap Kementerian Wilayah Persekutuan membuat promosi lebih banyak"
positive,aktiviti penyelidikan dan pembangunan rd perlu diberikan penekanan bagi membolehkan lebih banyak penciptaan produk-produk malaysia yang dapat dipasarkan di peringkat antarabangsa
positive,"Air yang nak dirawat ini mesti ada bekalan air mentah, air mentah ini datang dari empangan, empangan kita semua 100 peratus, jadi tiada isu bekalan air mentah tidak mencukupi"
positive,Saya memuji pendirian tegas beliau (Ungern-Stenberg) di atas isu ini selain menghargai usaha lestari Indonesia
positive,Ini juga menjelaskan kepada rakyat bahawa kita serius dalam kepimpinan di peringkat kebangsaan dan negeri.
negative,Keadaan ini menjadikan mereka sangat tidak selesa
negative,menegaskan agar generasi muda sedar bahawa pilihan raya bukan pentas untuk mengejar populariti atau membalas dendam atas isu-isu peribadi.
positive,Memperkasa wanita juga membawa maksud membangunkan kebebasan kewangan dan ekonomi kaum itu sekali gus mengeluarkan mereka daripada situasi hanya bergantung kepada orang lain
positive,"Alhamdullilah, cuaca baik dengan keadaan angin rendah juga memudahkan operasi memindahkan semua pelancong dan kakitangan"
negative,"Berbanding dengan negeri lain, pembangunan infrastruktur luar bandar masih lagi teruk"
positive,Saya perlu berlaku benar pada diri saya dan 11 nyawa yang meninggal dunia
positive,"Jaguh sukan lahir bukan sebab keturunan, ketokohan muncul dengan latihan berterusan. Jadi, ia perlu direncana secara berstruktur, tentu Kementerian Belia dan Sukan akan diberi peruntukan lebih besar kerana sukan bukan hanya untuk suka-suka"
negative,"Pakatan pembangkang jika berpeluang mentadbir negara, pasti akan menjadi kerajaan yang akan membalas dendam"
positive,beri peruntukan lagi bagi membangunkan industri berkenaan
negative,"Kalau dia (penjawat awam) tidak dapat kerja, dia tidak boleh dapat gaji."
positive,Itu satu perkara yang baik dan anda memerlukan pakatan untuk berbuat demikian. 
positive,"Rakyat hendaklah jelas dengan kuasa pengguna yang mereka miliki, bijak dalam membuat keputusan dan mengambil tindakan yang sewajarnya dalam situasi tertentu terutamanya apabila berhadapan dengan kes-kes penipuan dalam talian"
positive,"mengucapkan tahniah kepada semua calon yang terpilih, manakala bagi yang tidak terpilih inilah masanya untuk menunjukkan kesetiaan kepada parti dengan turun padang dan membantu memberi soko­ngan kepada calon di kawasan masing-masing"
positive,"Seperti kebanyakan negara lain, kami menghadapi pelbagai cabaran dan berjaya menguruskan transformasi bandar yang berkembang dengan rancak"
positive,"Kita tidak pernah lupa pada guru-guru KAFA ini dan kalau duit dapat, tak akan kita hendak simpan"
positive,"Menyentuh isu masalah sosial, mereka tidak pernah menimbulkan sebarang masalah kepada negara kita"
positive,menasihati calon untuk bekerja lebih keras dan teruskan usaha sebab dalam pilihan raya ini macam-macam boleh jadi.
negative,Pembangkang bersatu hanya untuk rebut jawatan
positive,"Saya percaya sebarang perbincangan antara 2 pihak ialah langkah yang sihat, kerana ia juga memperakui usaha mufti mendekati masyarakat transgender."
positive,Kita harus sama-sama menentukan agar berita palsu ini dapat kita atasi
positive,"Lama-kelamaan bila kita berikan masa sedikit, mereka akan compete sesama mereka. "
negative,bank dunia yang baru-baru ini memuji malaysia kini memberi amaran bahawa ekonomi malaysia sebenarnya semakin lemah
positive,"Sebelum mana-mana keputusan pelaburan dibuat, proses tadbir urus kami memerlukan semua cadangan yang tertakluk kepada penilaian risiko ketat dan kajian terperinci oleh pengurusan."
positive,"Kerajaan juga bersetuju melantik pihak berkecuali bersesuaian, antaranya dalam kalangan organisasi masyarakat sivil dan ahli akademik, bagi mengumpul serta menganalisis maklum balas awam diterima terhadap pelaksanaan NHRAP"
negative,perdana menteri telah memberitahu komuniti perniagaan amerika syarikat bahawa kempen untuk sengaja mensabotaj mdb dan melemahkan keyakinan pelabur terhadap ekonomi malaysia
positive,Pertama mereka boleh mengambil penumpang dari jalanan.
positive,"Sebagai contoh, kita boleh memerintah Kelantan selama 28 tahun dan dalam keadaan tersekat, peruntukan terhad, kerana tidak ada ketirisan"
positive,semoga ramai orang melayu yang telah mendapat faedah dari deb sedar tentang mustahaknya isu ini terus dihalusi dan dijadikan teras dasar awam di masa depan
positive,Apabila insiden itu berlaku saya lihat komitmen mereka untuk perbetulkan.
positive,Bas percuma pada hari mengundi
positive,Apa yang tersebar di media sosial ini seharusnya disiasat pihak berkaitan seperti Suruhanjaya Komunikasi dan Multimedia (MCMC) supaya ianya tidak menjadi satu perkara yang boleh menyebabkan provokasi kepada rakyat lebih-lebih lagi menjelangnya PRU14
positive,Saya percaya ini berita yang tidak tepat dan rakyat perlu berhati-hati daripada menerima perkara-perkara yang tidak ada kesahihan dan fakta yang tepat.
positive,Kita (Malaysia) juga tidak akan mengenetepikan isu keselamatan kerana kita bercakap mengenai pergerakan keluar masuk orang dan barangan antara Malaysia-Singapura
positive,"Sepatutnya Invoke perlu buat melalui Majlis Presiden, baru nampak selaras dan lebih baik dalam konteks persaingan dalam pimpinan PH."
positive,Ditambah dengan dasar-dasar yang dibuat termasuk dasar pembangunan 30 tahun turut menjadi pendorong kepada seluruh kepimpinan negeri memberi sokongan kepada beliau bagi membolehkan ia menjadi realiti
positive,Kita membuat keputusan itu selepas melakukan pemantauan harga di semua daerah seluruh negara sepanjang tahun lalu dan bulan lalu
positive,Kesedaran dan pelaporan orang awam melalui saluran yang sedia ada boleh mencegah kejadian ini daripada berulang serta keselamatan dan nyawa seorang kanak-kanak yang mempunyai masa depan tidak disia-siakan melalui perbuatan yang tidak bertanggungjawab
negative,Mereka nampaknya tidak tahu mengenainya
negative,"Jika gagal berbuat demikian, Kastam akan ketinggalan dan berada jauh di belakang golongan peniaga yang rakus mengaut keuntungan dan mengelak cukai"
positive,Jadi kali ini kita harap kaum India di situ memberi peluang kepada BN untuk memenangi dua kawasan itu supaya kebajikan mereka terjaga
negative,"Mereka merungut tentang kos sara hidup yang tinggi, GST dan isu-isu harian"
positive,menjadikan daerah itu pusat pengeluaran susu dan daging negara
negative,persoalannya apakah yang asean telah lakukan di bidang keselamatan boleh di lihat secara positif ataupun negatifdi sinilah kelemahan asean tiada negara asean yang ingin memainkan peranan kepimpinan termasuk indonesia
positive,Tentulah kerajaan perlu ambil kira keperluan sebenar dengan ambil kira pandangan dari pihak hospital sendiri
negative,najib dan para pendiayah beliau akan terus membuat tipu-helah tetapi sampai bila rakyat jelata akan terus menderitakalau naratif daripada institusi bebas macam bank negara pun tidak konsisten lagi sukarlah kita mempercayai bahawa perangkaan ekonomi kita adalah benar dan betul
negative,dan mainan persepsi politik ini dilihat bijak dimainkan oleh tun dr
positive,"Saya lihat Datuk Seri Najib, Perdana Menteri yang sangat peka dengan isu wanita"
positive,"Secara  keseluruhan, keputusan SPM 2017 menunjukkan peningkatan pencapaian calon"
positive,"Kita mengambil pengajaran daripada kejadian di Wang Kelian, Perlis pada 2015."
positive,"Ikut dan akurlah undang-undang SPR dan percaya SPR juga ikut dan akur dengan undang-undang. Kalau ada masalah parti, selesaikan masalah parti"
negative,pegangan ini dengan secara langsung telah mengenepikan isu pelanggaran myanmar sebagai negara anggota asean kepada piagam pbb dan undang-undang antarabangsa terhadap penggunaan kekerasan melampau dan genosid terhadap masyarakat rohingya
positive,"Jika mereka yakin dengan agenda yang saya bentangkan ini, saya harap mereka akan bersama kita untuk pastikan ia jadi kenyataan"
negative,Jauh di hati dia cukup cemburu dengan Amanah
positive,Pendaftaran dengan kerajaan penting supaya sekolah sentiasa dapat peraturan tatacara terkini kerajaan dari banyak aspek
negative,Lebih banyak helah menjelang pengundian
negative,Provokasi telah menghasilkan jawapan yang ditunggu oleh masyarakat Islam di negara ini yang semakin ramai memandang serong dan negatif terhadap sekolah tahfiz persendirian
positive,Sebanyak 80 peratus isu Felda yang ditawarkan dalam manifesto Harapan telahpun diselesaikan oleh lembaga terlibat dengan sebahagian lainnya dalam peringkat pelaksanaan.
positive,"Inisiatif Felda 2.0 adalah usaha kita untuk merapatkan jurang pendapatan antara luar bandar dengan bandar selain menjadikan komuniti Felda sebagai komuniti pintar dan lestari,"
positive,Jadi BN akan menang
positive,Jadi saya akan luluskan permintaan berkenaan
positive,"Demokrasi juga membuktikan kemampuannya memberi manfaat kepada banyak negara, termasuk membebaskan negara tertentu daripada penindasan."
positive,"Persefahaman bersama perlu bagi mana-mana organisasi untuk berfungsi, ROS mesti memainkan peranan juga"
positive,Cari kaedah yang terbaik untuk memperbaiki dan apabila kita cari kaedah terbaik maka lagi kurang aduan
negative,Perdana Menteri Najib  Razak sendiri telah mengeluarkan saman fitnah terhadap Ahli Parlimen Petaling Jaya Tony Pua kerana mengeluarkan fitnah terhadap beliau selain Naib Presiden PKR Rafizi Ramli yang disaman oleh Lembaga Tabung Angkatan Tentera (LTAT) atas fitnah yang dikeluarkannya berkaitan 1MDB.
positive,memberi khidmat terbaik kepada seluruh rakyat termasuk di kawasan luar bandar
positive,"Untuk kematian Denggi pula, sebanyak 26 kematian dicatatkan untuk tempoh sama, berbanding 45 kematian dilaporkan pada tahun 2017, penurunan sebanyak 19 kes (42.2 peratus)"
positive,rakan wartawan itu keliru kerana ada ahli ekonomi mendakwa ekonomi malaysia kukuh tetapi apa yang dirasakan oleh pengguna adalah sebaliknya
positive,Nanti saya yakin mereka akan membawa beg plastik sendiri untuk dapat 20 sen dan lama-lama akan jadi satu cara hidup bawa beg sendiri
positive,"terima kasih atas sumbangan yang begitu besar,"
negative,Jangan langgar peraturan SPR ketika mengundi
negative,dipercayai mempunyai hubungan rapat dengan ahli perniagaan Jho Low yang didakwa penyiasat sebagai dalang utama penipuan.
negative,yang membelakangkan pandangan kepimpinan negeri dan di peringkat cabang.
positive,"Klinik menyediakan rawatan asas, membabitkan rawatan penyakit ringan seperti demam, batuk, selesema selain prosedur rawatan cucian luka, ujian makmal ringkas seperti ujian glukos darah kapilari dan ujian air kencing menggunakan 'urine dipstick'"
negative,Saya mencabar tuan empunya suara dalam klip audio itu agar dapat tampil ke depan dan buat tuduhan secara terbuka
negative,hutang luar negarakita sering dimaklumkan oleh bank negara yang rizab antarabangsa kita tinggi sehingga mampu membiayai beberapa bulan import kekal
positive,"Sebenarnya, kita target semua kerusi di bawah Gagasan Sejahtera."
positive,"Semua parti bersedia membenarkan lambang mereka digunakan, kecuali jika JPPM bermurah hati…takut pada kami kerana mereka belum beri kelulusan"
negative,"Kita sedar, pembangunan industri masa kini berlandaskan ekonomi digital dan cabaran untuk menangani ancaman ini semakin sukar"
negative,boleh meminta maaf dengan ahli keluarga yang masih hidup sekiranya benar ada rasa bersalah.
negative,"Malah, dunia Barat mula mengkaji semula kebebasan bersuara dan kini menganggap maklumat dan berita palsu sebagai bukan kebebasan bersuara tetapi ancaman kepada demokrasi"
positive,Kita juga mohon KKM untuk mempertimbangkan bagi menambah pusat dialisis di Chemomoi kerana agak jauh untuk mereka datang ke Hospital Bentong
positive,Ini merupakan satu pengiktirafan kepada rancangan Malaysia dan kerjasama yang kukuh di kalangan agensi kerajaan dan MOSTI sangat komited ke arah persekitaran siber yang selamat bagi individu dan syarikat di Malaysia
negative,"Sebelum ini, kalau saya bawa pelancong di warungwarung, kedai makan atau tepi sungai, pasti penduduk akan jauhkan diri. "
negative,"keadaan bertukar kecoh ketika Tun Dr Mahathihr sedang berucap apabila Mohamed Hanipa yang berdiri paling kanan dalam barisan menteri dan timbalan menteri JPM, tiba-tiba jatuh daripada pentas."
positive,Kebanyakan mereka dari pengamatan dan penilaian saya adalah orang yang bijak pandai rata-ratanya namun mungkin sedikit terkeliru ataupun punyai gagasan pemikiran tersendiri yang jauh dari mana-mana pandangan agama khususnya Islam
positive,"Peluang hanya datang sekali sahaja seumur hidup bagi menyeimbangkan duniawi dan ukhrawi, bagi menjadi insan yang kamil dan aset kepada negara dan bukannya liabiliti"
positive,Rakyat Malaysia inginkan satu penyelesaian konkrit daripada kerajaan untuk mengatasi masalah ini.
positive,"Ia juga amat penting bagi UM untuk terus menambah baik dalam bidang kebolehgajian graduan, jaringan dan kerjasama dengan industri serta perkongsian strategik antarabangsa"
positive,ni bermakna melalui KR1M 2.0 semua peruncit yang menjalankan kerjasama memasarkan produk KR1M 2.0 akan menggunakan jenama asal produk seperti Nestle dan sebagainya dan tidak lagi menggunakan jenama selain jenama asal itu
positive,"Sekali gus, ini memberikan gambaran kepada masyarakat kita memiliki tenaga yang cukup untuk atur pentadbiran negeri ini"
positive,Kita akan mempromosi dan meningkatkan kesedaran masyarakat India mengenai kepentingan melabur dan menggunakan peluang ini sambil berharap semua 1.5 bilion unit amanah itu dapat dilanggan dalam tempoh enam bulan selepas pelancarannya
positive,ijangka ia akan selesaikan sepenuhnya masalah pencemaran yang sering berlaku sebelum ini
positive," Surat untuk tukar hak milik bersama Felda, tinggal nak daftar."
negative,mempertikai kenyataan media oleh polis berhubung permintaannya untuk mendapat bantuan bagi menangkap ahli perniagaan yang dikaitkan dengan skandal
positive,"Setakat ini kita dah luluskan, kita ada empat calon. "
negative,Ringgit jatuh dan dolar Singapura kini 3 kali ganda berbanding ringgit Malaysia
negative,telah menimbulkan pelbagai keraguan dalam kalangan ahli.
negative,"Saya dah penat, saya tak tahu, orang lain habaq pada saya, saya ikut cakap orang saja, orang lain boleh cakap macam tu saya pun ikut saja."
negative,GST tidak diperlukan.
positive,Bantahan kita itu akan dibuat dalam sidang media sebab ramai orang marah
positive,"Pada dasarnya, penting untuk majikan memastikan keseimbangan antara manfaat yang diingini pekerja dan manfaat yang ditawarkan supaya mampu mengekalkan dan menarik bakat"
positive,Kehadiran pemerhati asing pada PRU14 dialu-alukan 
negative,rakyat jelata disuruh beli di luar dengan janji dibayar balik kemudian nanti
positive,Acara ini juga akan diadakan di beberapa lokasi seluruh negara
positive,pasaran dapat terus bergerak bagi membolehkannya berkembang dengan berkesan serta memenuhi kehendak pertumbuhan ekonomi
positive,Ambil sahaja tindakan tarik balik sijil halal di hotel-hotel ini
positive,perubahan iklim politik dunia menyaksikan sistem demokrasi dan politik pilihan raya menjadi medium terbaik untuk memilih pemimpin
positive,Ini kerana perancangan yang telah kerajaan buat bagi mengurangkan impak terhadap rakyat
negative,Semua orang tahu kerjaaan sudah mencuba skim seperti ini dengan orang Melayu dan masih ada orang Melayu miskin
negative,yang ketara sekali negara-negara asean memiliki pendirian berbeza dan berlainan bagi menangani masalah seperti taufan haiyan di filipina ataupun nargis di myanmar
negative,beliau menganggap apa yang dilakukan oleh pihak berkuasa myanmar adalah kejam dan satu kempen berterusan untuk membersihkan kaum minoriti tersebut di rakhine
negative,Minta semua exco temasuk exco kita meluluskan peruntukan tetapi program ini tidak melibatkan exco kita.
negative,nampaknya kita sudah sampai ke peringkat di mana bukan sahaja kerajaan berhutang daripada china tetapi juga daripada rakyat jelata
positive,Inflasi dan pengangguran pada paras rendah
negative,"telah menukarkan tanah yang diwakafkan kepadanya, tanpa surat perjanjian, untuk membuka sekolah tahfiz kepada namanya."
positive,penjawat awam diingatkan supaya menjadi pengundi bertanggungjawab
positive,adalah wajar untuk asean dan masyarakat antarabangsa untuk tidak sahaja berpidato tetapi mengambil tindakan ke atas pihak pasukan keselamatan myanmar yang telah menyalahgunakan kuasa dan menggalakkan kebencian terhadap orang-orang rohingya dan minoriti lain
negative,tangan ghaib itu sangat bahaya kepada rakyat yang boleh memusnahkan masyarakat terutamanya orang Melayu .
positive,Pembentukan kabinet diperuntukkan bawah perlembagaan dan tiada pengasingan (berdasarkan kaum) yang boleh dilaksanakan
positive,Banyak tindakan telah diambil ke atas mereka yang membuat fitnah.
positive,"Keseluruhan peruntukan ini bukan untuk sekolah baharu saja, tapi juga untuk membina bangunan baharu, tambah bilik darjah dan sebagainya"
positive,"Kami dibantu dengan asas ekonomi yang kukuh, Program Transformasi Ekonomi yang kerajaan saya laksanakan pada tahun 2010 mewujudkan 2.26 juta peluang pekerjaan, yang mana satu juta daripada itu adalah pekerjaan berpendapatan tinggi"
positive,"namun kerja kuat dan calon yang menang, tentunya akan dipilih lagi."
negative,beberapa laporan kajian telah memberi amaran mengenai impak negatif media sosial terhadap kesihatan mental kanak-kanak
positive,Jasa dan pengorbanan mereka tidak ternilai kerana sentiasa terdedah dengan kecederaan serta risiko kehilangan nyawa setiap kali keluar ke tempat kecemasan dalam menyelamatkan nyawa dan harta benda orang awam
positive,Walaupun ‘janda’ banyak jugalah yang minat
negative,"Ini bukan masa sesuai, bukan lagi untuk kepentingan diri, lebih beri tumpuan kepada bos yang sepatutnya"
positive,"Mereka bertindak sebagai benteng kedua untuk memastikan kawasan belakang selamat,"
negative,"Setiap kelompok samada yang mempertahankan LGBT atau yang membantah ditambah lagi yang bermotifkan politik dengan sifat 'cuba, test, try' jelas terkelihatan pada hemat saya menduga antara satu sama lain tanpa memikirkan natijah tingkah mereka."
negative,"cuba mewujudkan persepsi dan mengundang simpati orang ramai untuk memberi sokongan kepadanya, terutama pengundi putih kerana beliau kelihatan tidak menghiraukan sangat pengundi atas pagar."
positive,Kita dapat selesaikan dua lagi projek pembangunan masjid di Bemban dan Tehel atas permintaan sejak tahun 2009 yang mana jumlah keseluruhan kedua-duanya menelan RM9.5 juta.
positive,"Tuan-tuan rahsia ini, yang kita mendapat pengundi-pengundi bonus, kita jangan cerita kat siapa pun"
positive,Ternyata penubuhan PNB telah berjaya meningkatkan tahap sosioekonomi terutamanya golongan bumiputera.
positive,Insya-Allah pada TN50  (Transformasi Nasional 2050) sasaran kerajaan sebanyak 60 peratus tenaga kerja kita memiliki diploma atau ijazah pertama
positive,Pencegahan adalah lebih baik daripada merawat bagi penyakit kanser
positive,namun apakah pendekatan asean pada hari ini telah berubah mengikut proses globalisasi dan transformasi yang berlaku dalam lanskap politik antarabangsaapakah kejayaan lepas asean dan pujian usang mampu mengatasi krisis baru dan membolehkan asean menggalas tanggungjawab dari perspektif kemanusiaan sejagat dan lanskap politik antarabangsaumum telah mengetahui kejayaan asean
negative,Bukan sahaja GST tidak diperlukan tetapi hutang juga tidak perlu dipinjam dengan begitu banyak. 
positive,"Kami akan menghantar anggota terbabit pada Mac ini, sekali gus membuat persiapan dengan memulakan latihan di sana"
negative,Ia satu yang tak boleh diterima
positive,"Kalau ramai tak undi, Umno/BN dapat kemenangan"
positive,"Syiah ini, (pemimpin mereka) tidak boleh dilantik selain daripada Ahlul Bait untuk jadi pemerintah, pemimpin"
positive,kerajaan bertanggungjawab dan sentiasa mempertahankan dan menggembangkan Islam serta menjaga kebajikan rakyat secara keseluruhan tanpa mengira latar belakang agama dan bangsa.
positive,"Ada beberapa teori yang muncul, ada pendapat mendakwa BN akan menang sebab pembangkang tidak bersatu"
negative,"Kegiatan gelap menggunakan propaganda menyebarkan sebarang maklumat, dalam bentuk berita palsu melalui media sosial untuk menghasut emosi negatif, membenci, mengelirukan, memecah belah dan menyebabkan ketidakharmonian dalam kalangan rakyat Malaysia adalah kerja perisik untuk memusnahkan negara kita."
positive,"Kita bawa pembangunan, bukan sahaja untuk Sabah tetapi ke seluruh Malaysia"
positive,Saya minta mereka baiki masalah itu sebelum bina apa-apa
negative,Masyarakat Cina tersinggung dakwaan pemimpin
positive,Ada juga anggota Parlimen Eropah yang simpati dan mahu mengekalkan hubungan perdagangan yang baik dengan negara pengeluar minyak sawit
negative,"sudah menjelajah seluruh negara untuk memberi ce­ramah dan penjelasan berhubung perkara 1MDB, selain membuat pelbagai kenyataan media bagi menjelaskan isu berbangkit."
positive,"Saya cabar pihak berkenaan untuk mengemukakan semua butiran terperinci, siapakah nama mereka dan nyatakan lokasi"
negative,"pasukan perlu membayar pampasan tiga bulan gaji kepada pemain yang mereka ingin gugurkan, dengan syarat penamatan kontrak dilakukan atas persetujuan kedua-dua pihak."
positive,"Saya berharap, pihak MAB  dapat memberi pertimbangan segera berhubung perkara ini dan mencari penyelesaian terbaik membantu komuniti nelayan tempatan untuk memasarkan hasil tangkapan mereka sebagai produk untuk dibawa pulang oleh pelancong di Labuan"
negative,"perlu membuang sikap 'bertanding semata-mata untuk bertanding', terutama bagi kerusi yang menjadi kubu kuat DAP"
positive,"Menjawab sindiran yang dilemparkan Lim kepada saya, saya ingin berkata 'Amithabha', saya gembira saya tidak mempunyai pensyarah seperti Lim."
